Price,Mileage,Make,Trim,Type,Cylinder,Liter,Doors,Cruise,Sound,Leather
14619.07856,15768,Chevrolet,LS Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
14185.02155,20374,Chevrolet,LS Coupe 2D,Coupe,4,2.2,2,no,yes,yes
13699.03578,25845,Chevrolet,LS Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
13310.05959,26143,Chevrolet,LS Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
13530.06864,27249,Chevrolet,LS Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
13019.07114,27942,Chevrolet,LS Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
12684.98623,29891,Chevrolet,LS Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
12553.07143,32844,Chevrolet,LS Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
14997.88434,8880,Chevrolet,LS Sedan 4D,Sedan,4,2.2,4,no,yes,yes
14847.04415,12980,Chevrolet,LS Sedan 4D,Sedan,4,2.2,4,no,yes,yes
15128.99224,13828,Chevrolet,LS Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
15000.99271,14504,Chevrolet,LS Sedan 4D,Sedan,4,2.2,4,no,yes,yes
14593.8541,18790,Chevrolet,LS Sedan 4D,Sedan,4,2.2,4,no,yes,yes
14304.74104,21128,Chevrolet,LS Sedan 4D,Sedan,4,2.2,4,no,yes,yes
13688.94568,21611,Chevrolet,LS Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
13744.84985,23748,Chevrolet,LS Sedan 4D,Sedan,4,2.2,4,no,yes,yes
13545.0309,27431,Chevrolet,LS Sedan 4D,Sedan,4,2.2,4,no,yes,yes
12741.19023,34815,Chevrolet,LS Sedan 4D,Sedan,4,2.2,4,no,yes,yes
16116.84392,865,Chevrolet,LT Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
16428.57898,9882,Chevrolet,LT Sedan 4D,Sedan,4,2.2,4,no,yes,yes
15084.8154,14824,Chevrolet,LT Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
15163.16986,17158,Chevrolet,LT Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
14897.04055,18210,Chevrolet,LT Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
14508.75009,18910,Chevrolet,LT Sedan 4D,Sedan,4,2.2,4,no,yes,yes
14418.16529,19818,Chevrolet,LT Sedan 4D,Sedan,4,2.2,4,no,yes,yes
14191.88228,21181,Chevrolet,LT Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
14401.90693,21527,Chevrolet,LT Sedan 4D,Sedan,4,2.2,4,no,yes,yes
14175.87908,21627,Chevrolet,LT Sedan 4D,Sedan,4,2.2,4,no,yes,yes
14429.78964,6114,Chevrolet,Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
14696.02899,6709,Chevrolet,Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
14582.76912,7115,Chevrolet,Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
14194.8236,9561,Chevrolet,Sedan 4D,Sedan,4,2.2,4,no,yes,yes
14072.13523,15233,Chevrolet,Sedan 4D,Sedan,4,2.2,4,no,yes,yes
13994.90646,17270,Chevrolet,Sedan 4D,Sedan,4,2.2,4,no,yes,yes
13830.24902,17594,Chevrolet,Sedan 4D,Sedan,4,2.2,4,no,yes,yes
13159.82154,22740,Chevrolet,Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
12495.97075,26204,Chevrolet,Sedan 4D,Sedan,4,2.2,4,no,yes,yes
12678.85397,28683,Chevrolet,Sedan 4D,Sedan,4,2.2,4,no,yes,yes
46732.60603,3625,Chevrolet,Conv 2D,Convertible,8,6,2,yes,yes,yes
47065.20991,5239,Chevrolet,Conv 2D,Convertible,8,6,2,yes,yes,yes
44749.68679,12115,Chevrolet,Conv 2D,Convertible,8,6,2,yes,no,yes
42773.02839,14546,Chevrolet,Conv 2D,Convertible,8,6,2,yes,yes,yes
41371.37927,20000,Chevrolet,Conv 2D,Convertible,8,6,2,yes,no,yes
39547.5879,23826,Chevrolet,Conv 2D,Convertible,8,6,2,yes,yes,yes
39691.7274,25169,Chevrolet,Conv 2D,Convertible,8,6,2,yes,yes,yes
38824.86909,25960,Chevrolet,Conv 2D,Convertible,8,6,2,yes,no,yes
36970.89805,30502,Chevrolet,Conv 2D,Convertible,8,6,2,yes,yes,yes
37288.93674,32039,Chevrolet,Conv 2D,Convertible,8,6,2,yes,yes,yes
39875.85426,7054,Chevrolet,Coupe 2D,Coupe,8,6,2,yes,no,yes
39713.66792,8967,Chevrolet,Coupe 2D,Coupe,8,6,2,yes,yes,yes
38990.60733,9410,Chevrolet,Coupe 2D,Coupe,8,6,2,yes,yes,yes
39092.18992,10717,Chevrolet,Coupe 2D,Coupe,8,6,2,yes,yes,yes
39365.88324,11619,Chevrolet,Coupe 2D,Coupe,8,6,2,yes,yes,yes
35261.43643,21350,Chevrolet,Coupe 2D,Coupe,8,6,2,yes,yes,yes
35575.41705,22740,Chevrolet,Coupe 2D,Coupe,8,6,2,yes,no,yes
34297.30535,24259,Chevrolet,Coupe 2D,Coupe,8,6,2,yes,no,yes
34739.21496,25747,Chevrolet,Coupe 2D,Coupe,8,6,2,yes,no,yes
31186.74146,34191,Chevrolet,Coupe 2D,Coupe,8,6,2,yes,no,yes
21757.04951,1853,Chevrolet,LS Sedan 4D,Sedan,6,3.8,4,yes,no,no
19528.10043,14115,Chevrolet,LS Sedan 4D,Sedan,6,3.8,4,yes,yes,no
19075.67875,18198,Chevrolet,LS Sedan 4D,Sedan,6,3.8,4,yes,no,yes
19409.75261,18795,Chevrolet,LS Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
18527.20897,19874,Chevrolet,LS Sedan 4D,Sedan,6,3.8,4,yes,yes,no
18912.9816,21512,Chevrolet,LS Sedan 4D,Sedan,6,3.8,4,yes,yes,no
17839.80077,25453,Chevrolet,LS Sedan 4D,Sedan,6,3.8,4,yes,no,yes
17789.34673,26980,Chevrolet,LS Sedan 4D,Sedan,6,3.8,4,yes,yes,no
17294.181,29368,Chevrolet,LS Sedan 4D,Sedan,6,3.8,4,yes,yes,no
18083.3963,29420,Chevrolet,LS Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
20021.19521,1787,Chevrolet,Sedan 4D,Sedan,6,3.8,4,yes,no,no
18835.18976,8211,Chevrolet,Sedan 4D,Sedan,6,3.8,4,yes,no,yes
18727.50838,14054,Chevrolet,Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
16805.05739,19498,Chevrolet,Sedan 4D,Sedan,6,3.8,4,yes,no,no
17154.57646,21567,Chevrolet,Sedan 4D,Sedan,6,3.8,4,yes,no,yes
16644.08787,22383,Chevrolet,Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
15951.81117,26070,Chevrolet,Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
16508.59069,27460,Chevrolet,Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
15832.51835,31202,Chevrolet,Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
15554.28313,33357,Chevrolet,Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
25948.96259,636,Chevrolet,SS Sedan 4D,Sedan,6,3.8,4,yes,no,no
27714.05025,5379,Chevrolet,SS Sedan 4D,Sedan,6,3.8,4,yes,yes,no
25097.47325,14461,Chevrolet,SS Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
24809.04232,16111,Chevrolet,SS Sedan 4D,Sedan,6,3.8,4,yes,no,no
23345.32907,22964,Chevrolet,SS Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
22894.43868,26272,Chevrolet,SS Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
22064.29219,27384,Chevrolet,SS Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
23151.54614,27940,Chevrolet,SS Sedan 4D,Sedan,6,3.8,4,yes,no,no
22120.75776,28242,Chevrolet,SS Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
20294.57682,33892,Chevrolet,SS Sedan 4D,Sedan,6,3.8,4,yes,no,no
18957.89004,5936,Chevrolet,LS MAXX Hback 4D,Hatchback,6,3.5,4,no,yes,yes
18950.90698,8687,Chevrolet,LS MAXX Hback 4D,Hatchback,6,3.5,4,no,yes,yes
17891.63378,17020,Chevrolet,LS MAXX Hback 4D,Hatchback,6,3.5,4,no,yes,yes
17801.22953,19386,Chevrolet,LS MAXX Hback 4D,Hatchback,6,3.5,4,yes,yes,yes
16723.99388,19740,Chevrolet,LS MAXX Hback 4D,Hatchback,6,3.5,4,yes,yes,yes
16744.03025,21829,Chevrolet,LS MAXX Hback 4D,Hatchback,6,3.5,4,no,yes,yes
16825.19088,23460,Chevrolet,LS MAXX Hback 4D,Hatchback,6,3.5,4,no,yes,yes
16543.98014,24583,Chevrolet,LS MAXX Hback 4D,Hatchback,6,3.5,4,no,yes,yes
16143.95729,26532,Chevrolet,LS MAXX Hback 4D,Hatchback,6,3.5,4,yes,yes,yes
14914.20128,33906,Chevrolet,LS MAXX Hback 4D,Hatchback,6,3.5,4,no,yes,yes
19164.61063,1480,Chevrolet,LS Sedan 4D,Sedan,6,3.5,4,yes,yes,yes
18800.9589,7961,Chevrolet,LS Sedan 4D,Sedan,6,3.5,4,no,yes,yes
17458.22153,15144,Chevrolet,LS Sedan 4D,Sedan,6,3.5,4,yes,yes,yes
17158.922,21417,Chevrolet,LS Sedan 4D,Sedan,6,3.5,4,no,yes,yes
16472.89765,21675,Chevrolet,LS Sedan 4D,Sedan,6,3.5,4,yes,yes,yes
16993.78033,23621,Chevrolet,LS Sedan 4D,Sedan,6,3.5,4,no,yes,yes
16300.46524,25697,Chevrolet,LS Sedan 4D,Sedan,6,3.5,4,yes,yes,yes
15623.20027,27476,Chevrolet,LS Sedan 4D,Sedan,6,3.5,4,no,yes,yes
15138.40082,32462,Chevrolet,LS Sedan 4D,Sedan,6,3.5,4,no,yes,yes
15233.15987,32535,Chevrolet,LS Sedan 4D,Sedan,6,3.5,4,no,yes,yes
19471.97485,6608,Chevrolet,LT MAXX Hback 4D,Hatchback,6,3.5,4,yes,yes,yes
18009.84603,15190,Chevrolet,LT MAXX Hback 4D,Hatchback,6,3.5,4,no,yes,yes
18273.00613,16335,Chevrolet,LT MAXX Hback 4D,Hatchback,6,3.5,4,no,yes,yes
18311.7563,17441,Chevrolet,LT MAXX Hback 4D,Hatchback,6,3.5,4,no,yes,yes
17553.75368,18451,Chevrolet,LT MAXX Hback 4D,Hatchback,6,3.5,4,no,yes,yes
18004.87041,18771,Chevrolet,LT MAXX Hback 4D,Hatchback,6,3.5,4,no,yes,yes
17663.22495,19490,Chevrolet,LT MAXX Hback 4D,Hatchback,6,3.5,4,yes,yes,yes
17115.12203,24461,Chevrolet,LT MAXX Hback 4D,Hatchback,6,3.5,4,no,yes,yes
16988.30306,24905,Chevrolet,LT MAXX Hback 4D,Hatchback,6,3.5,4,yes,yes,yes
16803.12275,25874,Chevrolet,LT MAXX Hback 4D,Hatchback,6,3.5,4,yes,yes,yes
19446.88294,932,Chevrolet,LT Sedan 4D,Sedan,6,3.5,4,no,yes,yes
17119.45757,18277,Chevrolet,LT Sedan 4D,Sedan,6,3.5,4,yes,yes,yes
17316.0966,19593,Chevrolet,LT Sedan 4D,Sedan,6,3.5,4,yes,yes,yes
16860.87078,19883,Chevrolet,LT Sedan 4D,Sedan,6,3.5,4,yes,yes,yes
17312.90715,21420,Chevrolet,LT Sedan 4D,Sedan,6,3.5,4,yes,yes,yes
16403.25363,23133,Chevrolet,LT Sedan 4D,Sedan,6,3.5,4,yes,yes,yes
16536.74388,24218,Chevrolet,LT Sedan 4D,Sedan,6,3.5,4,yes,yes,yes
16341.8041,25394,Chevrolet,LT Sedan 4D,Sedan,6,3.5,4,no,yes,yes
16713.98469,26328,Chevrolet,LT Sedan 4D,Sedan,6,3.5,4,yes,yes,yes
16295.21144,28239,Chevrolet,LT Sedan 4D,Sedan,6,3.5,4,no,yes,yes
18974.92203,5632,Chevrolet,MAXX Hback 4D,Hatchback,6,3.5,4,no,yes,yes
18324.83193,7397,Chevrolet,MAXX Hback 4D,Hatchback,6,3.5,4,yes,yes,yes
19581.23141,7645,Chevrolet,MAXX Hback 4D,Hatchback,6,3.5,4,no,yes,yes
18169.37548,14754,Chevrolet,MAXX Hback 4D,Hatchback,6,3.5,4,no,yes,yes
17986.22409,17488,Chevrolet,MAXX Hback 4D,Hatchback,6,3.5,4,no,yes,yes
17173.94232,18721,Chevrolet,MAXX Hback 4D,Hatchback,6,3.5,4,no,yes,yes
16456.97464,20200,Chevrolet,MAXX Hback 4D,Hatchback,6,3.5,4,no,yes,yes
16267.09489,21452,Chevrolet,MAXX Hback 4D,Hatchback,6,3.5,4,no,yes,yes
16860.09433,22841,Chevrolet,MAXX Hback 4D,Hatchback,6,3.5,4,yes,yes,yes
16027.28649,22889,Chevrolet,MAXX Hback 4D,Hatchback,6,3.5,4,no,yes,yes
17089.91883,8732,Chevrolet,Sedan 4D,Sedan,6,3.5,4,no,yes,yes
17463.04608,11393,Chevrolet,Sedan 4D,Sedan,6,3.5,4,yes,yes,yes
17218.68575,14579,Chevrolet,Sedan 4D,Sedan,6,3.5,4,yes,yes,yes
17162.47826,15903,Chevrolet,Sedan 4D,Sedan,6,3.5,4,no,yes,yes
16507.07027,17451,Chevrolet,Sedan 4D,Sedan,6,3.5,4,no,yes,yes
16752.5144,18562,Chevrolet,Sedan 4D,Sedan,6,3.5,4,yes,yes,yes
16646.7708,20154,Chevrolet,Sedan 4D,Sedan,6,3.5,4,no,yes,yes
15623.91976,21272,Chevrolet,Sedan 4D,Sedan,6,3.5,4,yes,yes,yes
15664.6249,25787,Chevrolet,Sedan 4D,Sedan,6,3.5,4,yes,yes,yes
15680.86443,25956,Chevrolet,Sedan 4D,Sedan,6,3.5,4,no,yes,yes
18800.0931,5827,Chevrolet,LS Coupe 2D,Coupe,6,3.8,2,yes,no,no
18910.80429,8345,Chevrolet,LS Coupe 2D,Coupe,6,3.8,2,yes,no,yes
19177.41206,10414,Chevrolet,LS Coupe 2D,Coupe,6,3.8,2,yes,yes,no
18040.14401,11647,Chevrolet,LS Coupe 2D,Coupe,6,3.8,2,yes,no,yes
17685.20099,15898,Chevrolet,LS Coupe 2D,Coupe,6,3.8,2,yes,no,no
17515.39759,18602,Chevrolet,LS Coupe 2D,Coupe,6,3.8,2,yes,no,no
16357.99232,23491,Chevrolet,LS Coupe 2D,Coupe,6,3.8,2,yes,yes,no
16345.94375,25931,Chevrolet,LS Coupe 2D,Coupe,6,3.8,2,yes,yes,no
15797.19576,26700,Chevrolet,LS Coupe 2D,Coupe,6,3.8,2,yes,yes,no
15503.5088,33345,Chevrolet,LS Coupe 2D,Coupe,6,3.8,2,yes,no,no
21745.02944,7065,Chevrolet,LT Coupe 2D,Coupe,6,3.8,2,yes,yes,no
21725.01075,13457,Chevrolet,LT Coupe 2D,Coupe,6,3.8,2,yes,yes,no
22384.11869,14788,Chevrolet,LT Coupe 2D,Coupe,6,3.8,2,yes,yes,yes
20537.14172,16950,Chevrolet,LT Coupe 2D,Coupe,6,3.8,2,yes,no,no
21233.91136,17337,Chevrolet,LT Coupe 2D,Coupe,6,3.8,2,yes,yes,yes
20676.16551,18021,Chevrolet,LT Coupe 2D,Coupe,6,3.8,2,yes,no,yes
20839.14997,22152,Chevrolet,LT Coupe 2D,Coupe,6,3.8,2,yes,yes,yes
20017.96843,22729,Chevrolet,LT Coupe 2D,Coupe,6,3.8,2,yes,no,no
18876.87065,27218,Chevrolet,LT Coupe 2D,Coupe,6,3.8,2,yes,yes,no
17586.92858,39049,Chevrolet,LT Coupe 2D,Coupe,6,3.8,2,yes,no,yes
23573.822,12466,Chevrolet,SS Coupe 2D,Coupe,6,3.8,2,yes,yes,no
23527.7285,14948,Chevrolet,SS Coupe 2D,Coupe,6,3.8,2,yes,yes,no
22113.62802,21992,Chevrolet,SS Coupe 2D,Coupe,6,3.8,2,yes,yes,no
22470.35843,22626,Chevrolet,SS Coupe 2D,Coupe,6,3.8,2,yes,yes,no
20619.11401,24067,Chevrolet,SS Coupe 2D,Coupe,6,3.8,2,yes,no,no
20047.95136,24665,Chevrolet,SS Coupe 2D,Coupe,6,3.8,2,yes,yes,no
21525.33901,25020,Chevrolet,SS Coupe 2D,Coupe,6,3.8,2,yes,yes,yes
20382.15031,25240,Chevrolet,SS Coupe 2D,Coupe,6,3.8,2,yes,yes,yes
21020.83678,25550,Chevrolet,SS Coupe 2D,Coupe,6,3.8,2,yes,yes,yes
20221.80881,26223,Chevrolet,SS Coupe 2D,Coupe,6,3.8,2,yes,yes,yes
25452.47385,11892,Pontiac,GXP Sedan 4D,Sedan,8,4.6,4,yes,no,yes
23449.30633,17273,Pontiac,GXP Sedan 4D,Sedan,8,4.6,4,yes,no,yes
23578.16486,19148,Pontiac,GXP Sedan 4D,Sedan,8,4.6,4,yes,no,yes
22525.26972,19521,Pontiac,GXP Sedan 4D,Sedan,8,4.6,4,yes,yes,yes
21982.64771,20472,Pontiac,GXP Sedan 4D,Sedan,8,4.6,4,yes,yes,yes
22231.56315,21929,Pontiac,GXP Sedan 4D,Sedan,8,4.6,4,yes,yes,yes
22189.11597,25651,Pontiac,GXP Sedan 4D,Sedan,8,4.6,4,yes,no,yes
21765.06658,25794,Pontiac,GXP Sedan 4D,Sedan,8,4.6,4,yes,no,yes
21403.75642,27168,Pontiac,GXP Sedan 4D,Sedan,8,4.6,4,yes,no,yes
21200.69021,31197,Pontiac,GXP Sedan 4D,Sedan,8,4.6,4,yes,yes,yes
19682.03501,11554,Pontiac,SE Sedan 4D,Sedan,6,3.8,4,yes,no,yes
18678.41412,16496,Pontiac,SE Sedan 4D,Sedan,6,3.8,4,yes,yes,no
20318.89097,17583,Pontiac,SE Sedan 4D,Sedan,6,3.8,4,yes,yes,no
20127.04418,18419,Pontiac,SE Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
19751.04143,20510,Pontiac,SE Sedan 4D,Sedan,6,3.8,4,yes,no,yes
17844.73077,21121,Pontiac,SE Sedan 4D,Sedan,6,3.8,4,yes,yes,no
18856.01869,22423,Pontiac,SE Sedan 4D,Sedan,6,3.8,4,yes,yes,no
18566.0707,24747,Pontiac,SE Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
18063.00491,27574,Pontiac,SE Sedan 4D,Sedan,6,3.8,4,yes,no,no
17768.05951,28385,Pontiac,SE Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
23197.43679,2295,Pontiac,SLE Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
23102.02237,5653,Pontiac,SLE Sedan 4D,Sedan,6,3.8,4,yes,no,no
22460.53,8928,Pontiac,SLE Sedan 4D,Sedan,6,3.8,4,yes,no,yes
21607.77257,11069,Pontiac,SLE Sedan 4D,Sedan,6,3.8,4,yes,no,yes
22004.93044,15516,Pontiac,SLE Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
20830.9943,19419,Pontiac,SLE Sedan 4D,Sedan,6,3.8,4,yes,yes,no
20109.90412,22891,Pontiac,SLE Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
19116.13109,26252,Pontiac,SLE Sedan 4D,Sedan,6,3.8,4,yes,no,yes
19689.74084,27077,Pontiac,SLE Sedan 4D,Sedan,6,3.8,4,yes,yes,no
19338.376,27966,Pontiac,SLE Sedan 4D,Sedan,6,3.8,4,yes,no,yes
21903.32262,4537,Pontiac,GT Sedan 4D,Sedan,6,3.5,4,yes,yes,no
22736.83447,5690,Pontiac,GT Sedan 4D,Sedan,6,3.5,4,yes,yes,yes
22104.97357,9049,Pontiac,GT Sedan 4D,Sedan,6,3.5,4,yes,yes,yes
22311.04951,11221,Pontiac,GT Sedan 4D,Sedan,6,3.5,4,yes,yes,yes
21875.09763,12313,Pontiac,GT Sedan 4D,Sedan,6,3.5,4,yes,no,yes
20627.66169,20770,Pontiac,GT Sedan 4D,Sedan,6,3.5,4,yes,yes,yes
19540.24479,22628,Pontiac,GT Sedan 4D,Sedan,6,3.5,4,yes,yes,no
19204.80934,26477,Pontiac,GT Sedan 4D,Sedan,6,3.5,4,yes,no,yes
18158.08313,28354,Pontiac,GT Sedan 4D,Sedan,6,3.5,4,yes,no,no
18529.34212,30063,Pontiac,GT Sedan 4D,Sedan,6,3.5,4,yes,no,yes
21383.06716,7287,Pontiac,Sedan 4D,Sedan,6,3.5,4,yes,yes,yes
20452.66947,10338,Pontiac,Sedan 4D,Sedan,6,3.5,4,yes,no,no
20677.59382,11204,Pontiac,Sedan 4D,Sedan,6,3.5,4,yes,yes,no
19294.7875,19539,Pontiac,Sedan 4D,Sedan,6,3.5,4,yes,no,no
18548.97859,20870,Pontiac,Sedan 4D,Sedan,6,3.5,4,yes,no,no
18042.22107,21702,Pontiac,Sedan 4D,Sedan,6,3.5,4,yes,no,no
18620.87137,25516,Pontiac,Sedan 4D,Sedan,6,3.5,4,yes,no,yes
17023.93687,30404,Pontiac,Sedan 4D,Sedan,6,3.5,4,yes,no,no
16216.98071,35624,Pontiac,Sedan 4D,Sedan,6,3.5,4,yes,yes,no
15792.83144,41566,Pontiac,Sedan 4D,Sedan,6,3.5,4,yes,yes,yes
17360.81064,881,Pontiac,GT Coupe 2D,Coupe,6,3.4,2,no,yes,yes
17675.83749,5131,Pontiac,GT Coupe 2D,Coupe,6,3.4,2,no,yes,yes
17141.94116,6761,Pontiac,GT Coupe 2D,Coupe,6,3.4,2,yes,yes,yes
17202.83406,9380,Pontiac,GT Coupe 2D,Coupe,6,3.4,2,no,yes,yes
16792.67953,12071,Pontiac,GT Coupe 2D,Coupe,6,3.4,2,yes,yes,yes
15595.88413,18315,Pontiac,GT Coupe 2D,Coupe,6,3.4,2,no,yes,yes
15253.86857,20917,Pontiac,GT Coupe 2D,Coupe,6,3.4,2,yes,yes,yes
15594.80684,22414,Pontiac,GT Coupe 2D,Coupe,6,3.4,2,no,yes,yes
15059.13408,22641,Pontiac,GT Coupe 2D,Coupe,6,3.4,2,yes,yes,yes
14703.13687,23335,Pontiac,GT Coupe 2D,Coupe,6,3.4,2,no,yes,yes
15979.01484,3946,Pontiac,SE Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
16379.853,4188,Pontiac,SE Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
15327.10032,4318,Pontiac,SE Sedan 4D,Sedan,4,2.2,4,no,yes,yes
15846.01271,5350,Pontiac,SE Sedan 4D,Sedan,4,2.2,4,no,yes,yes
15604.14582,5788,Pontiac,SE Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
14841.91705,12420,Pontiac,SE Sedan 4D,Sedan,4,2.2,4,no,yes,yes
15077.17584,13262,Pontiac,SE Sedan 4D,Sedan,4,2.2,4,no,yes,yes
13961.11164,19602,Pontiac,SE Sedan 4D,Sedan,4,2.2,4,no,yes,yes
13034.06853,23976,Pontiac,SE Sedan 4D,Sedan,4,2.2,4,no,yes,yes
13162.85205,24542,Pontiac,SE Sedan 4D,Sedan,4,2.2,4,no,yes,yes
18254.92277,16554,Pontiac,GT Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
17095.03522,18720,Pontiac,GT Sedan 4D,Sedan,6,3.8,4,yes,no,no
17162.87344,20829,Pontiac,GT Sedan 4D,Sedan,6,3.8,4,yes,no,no
16391.17171,21304,Pontiac,GT Sedan 4D,Sedan,6,3.8,4,yes,yes,no
15788.10478,25295,Pontiac,GT Sedan 4D,Sedan,6,3.8,4,yes,yes,no
16569.14124,25777,Pontiac,GT Sedan 4D,Sedan,6,3.8,4,yes,no,no
16997.69374,25830,Pontiac,GT Sedan 4D,Sedan,6,3.8,4,yes,no,yes
16283.95899,26511,Pontiac,GT Sedan 4D,Sedan,6,3.8,4,yes,no,yes
15457.17059,29925,Pontiac,GT Sedan 4D,Sedan,6,3.8,4,yes,yes,no
14963.04562,31471,Pontiac,GT Sedan 4D,Sedan,6,3.8,4,yes,yes,no
21230.97799,11229,Pontiac,GTP Sedan 4D,Sedan,6,3.8,4,yes,yes,no
22100.39317,12314,Pontiac,GTP Sedan 4D,Sedan,6,3.8,4,yes,yes,no
21300.01945,12772,Pontiac,GTP Sedan 4D,Sedan,6,3.8,4,yes,yes,no
21281.88049,17417,Pontiac,GTP Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
19646.71748,21132,Pontiac,GTP Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
20173.90633,21211,Pontiac,GTP Sedan 4D,Sedan,6,3.8,4,yes,no,yes
18701.22262,24992,Pontiac,GTP Sedan 4D,Sedan,6,3.8,4,yes,no,no
19423.16502,25557,Pontiac,GTP Sedan 4D,Sedan,6,3.8,4,yes,no,yes
19956.75841,26028,Pontiac,GTP Sedan 4D,Sedan,6,3.8,4,yes,yes,no
19448.22633,27721,Pontiac,GTP Sedan 4D,Sedan,6,3.8,4,yes,no,yes
19822.11539,1592,Pontiac,Sedan 4D,Sedan,6,3.8,4,yes,yes,no
19567.25929,2189,Pontiac,Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
16853.10785,17959,Pontiac,Sedan 4D,Sedan,6,3.8,4,yes,no,no
16516.95555,20751,Pontiac,Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
15979.01484,21974,Pontiac,Sedan 4D,Sedan,6,3.8,4,yes,no,no
16256.23617,22637,Pontiac,Sedan 4D,Sedan,6,3.8,4,yes,no,no
15724.25217,23989,Pontiac,Sedan 4D,Sedan,6,3.8,4,yes,no,no
15967.2454,25598,Pontiac,Sedan 4D,Sedan,6,3.8,4,yes,no,no
16041.68559,27800,Pontiac,Sedan 4D,Sedan,6,3.8,4,yes,yes,no
15756.14613,29325,Pontiac,Sedan 4D,Sedan,6,3.8,4,yes,yes,no
32422.76138,9185,Pontiac,Coupe 2D,Coupe,8,5.7,2,yes,yes,yes
32219.58928,10915,Pontiac,Coupe 2D,Coupe,8,5.7,2,yes,yes,yes
31024.87211,13678,Pontiac,Coupe 2D,Coupe,8,5.7,2,yes,yes,yes
29595.79429,16193,Pontiac,Coupe 2D,Coupe,8,5.7,2,yes,no,yes
29664.70269,21418,Pontiac,Coupe 2D,Coupe,8,5.7,2,yes,no,yes
27425.84391,23886,Pontiac,Coupe 2D,Coupe,8,5.7,2,yes,no,yes
27370.95811,24960,Pontiac,Coupe 2D,Coupe,8,5.7,2,yes,yes,yes
27548.62961,26126,Pontiac,Coupe 2D,Coupe,8,5.7,2,yes,yes,yes
28502.30611,27199,Pontiac,Coupe 2D,Coupe,8,5.7,2,yes,yes,yes
25527.01303,36480,Pontiac,Coupe 2D,Coupe,8,5.7,2,yes,yes,yes
13160.12456,13145,Pontiac,Coupe 2D,Coupe,4,2.2,2,no,yes,yes
12830.09878,17830,Pontiac,Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
12828.03098,19081,Pontiac,Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
12878.04683,19225,Pontiac,Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
12832.46239,20618,Pontiac,Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
12464.07346,21891,Pontiac,Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
12465.50852,23931,Pontiac,Coupe 2D,Coupe,4,2.2,2,no,yes,yes
12258.85759,24318,Pontiac,Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
11903.09775,25285,Pontiac,Coupe 2D,Coupe,4,2.2,2,no,yes,yes
12209.55962,26097,Pontiac,Coupe 2D,Coupe,4,2.2,2,no,yes,yes
16391.92657,18096,Pontiac,AWD Sportwagon 4D,Wagon,4,1.8,4,yes,yes,no
